days_elapsed,DO_mgL,sample
1.870286238,5.173,2fld_A_FW
1.877230741,5.178,2fld_A_FW
1.884175278,5.18,2fld_A_FW
1.891119965,5.231,2fld_A_FW
1.898064248,5.196,2fld_A_FW
1.905008738,5.186,2fld_A_FW
1.911953241,5.216,2fld_A_FW
1.918897778,5.232,2fld_A_FW
1.925842326,5.193,2fld_A_FW
1.932786782,5.226,2fld_A_FW
1.939731319,5.259,2fld_A_FW
1.94667581,5.259,2fld_A_FW
1.953620486,5.234,2fld_A_FW
1.960564954,5.182,2fld_A_FW
1.967509514,5.179,2fld_A_FW
1.974454074,5.257,2fld_A_FW
1.981398657,5.248,2fld_A_FW
1.988343391,5.252,2fld_A_FW
1.99528772,5.205,2fld_A_FW
2.002232315,5.266,2fld_A_FW
2.009176806,5.261,2fld_A_FW
2.016121319,5.269,2fld_A_FW
2.02306588,5.265,2fld_A_FW
2.030010417,5.128,2fld_A_FW
2.036955023,6.642,2fld_A_FW
2.043899572,6.927,2fld_A_FW
2.050844039,6.968,2fld_A_FW
2.057788495,7.089,2fld_A_FW
2.064733032,7.034,2fld_A_FW
2.071677616,6.976,2fld_A_FW
2.07862206,7.321,2fld_A_FW
2.085566528,6.576,2fld_A_FW
2.092511019,5.79,2fld_A_FW
2.099455579,5.086,2fld_A_FW
2.106400069,4.378,2fld_A_FW
2.113344502,4.369,2fld_A_FW
2.120289097,3.666,2fld_A_FW
2.127233762,3.179,2fld_A_FW
2.13417809,2.793,2fld_A_FW
2.14112272,2.405,2fld_A_FW
2.148067245,1.991,2fld_A_FW
2.155011782,1.612,2fld_A_FW
2.161956262,1.252,2fld_A_FW
2.168900891,0.863,2fld_A_FW
2.175845301,0.522,2fld_A_FW
2.182789826,0.261,2fld_A_FW
2.189734595,0.106,2fld_A_FW
2.196678866,0.018,2fld_A_FW
2.20362338,-0.032,2fld_A_FW
2.21056787,-0.045,2fld_A_FW
2.217512373,-0.048,2fld_A_FW
2.224456887,-0.051,2fld_A_FW
2.2314014,-0.053,2fld_A_FW
2.238345984,-0.054,2fld_A_FW
2.245290417,-0.054,2fld_A_FW
2.252235046,-0.054,2fld_A_FW
2.259179387,-0.054,2fld_A_FW
2.266123889,-0.055,2fld_A_FW
2.273068426,-0.056,2fld_A_FW
2.280012951,-0.055,2fld_A_FW
2.2869575,-0.056,2fld_A_FW
2.293901933,-0.056,2fld_A_FW
2.300846389,-0.055,2fld_A_FW
2.307790891,-0.055,2fld_A_FW
2.314735451,-0.056,2fld_A_FW
2.321679931,-0.056,2fld_A_FW
2.328624352,-0.055,2fld_A_FW
2.335568958,-0.056,2fld_A_FW
2.34251331,-0.057,2fld_A_FW
2.349457963,-0.057,2fld_A_FW
2.356402292,-0.056,2fld_A_FW
2.363346979,-0.056,2fld_A_FW
2.370291215,-0.057,2fld_A_FW
2.377235718,-0.056,2fld_A_FW
2.384180185,-0.057,2fld_A_FW
2.391124688,-0.057,2fld_A_FW
2.398069155,-0.057,2fld_A_FW
2.405013623,-0.056,2fld_A_FW
2.411958206,-0.056,2fld_A_FW
2.418902581,-0.057,2fld_A_FW
2.425847118,-0.057,2fld_A_FW
2.432791563,-0.056,2fld_A_FW
2.439736181,-0.057,2fld_A_FW
2.446680532,-0.057,2fld_A_FW
2.453625023,-0.056,2fld_A_FW
2.460569479,-0.057,2fld_A_FW
2.467513993,-0.057,2fld_A_FW
2.474458611,-0.058,2fld_A_FW
2.481402917,-0.056,2fld_A_FW
2.488347396,-0.056,2fld_A_FW
2.495291933,-0.056,2fld_A_FW
2.502236481,-0.057,2fld_A_FW
2.509181169,-0.057,2fld_A_FW
2.516125787,-0.057,2fld_A_FW
2.523070359,-0.056,2fld_A_FW
2.530014965,-0.057,2fld_A_FW
2.536959769,-0.056,2fld_A_FW
2.543904167,-0.056,2fld_A_FW
2.550848715,-0.057,2fld_A_FW
2.557793333,-0.057,2fld_A_FW
2.564737905,-0.056,2fld_A_FW
2.571682569,-0.057,2fld_A_FW
2.578627002,-0.056,2fld_A_FW
2.585571574,-0.056,2fld_A_FW
2.592516123,-0.056,2fld_A_FW
2.599460613,-0.056,2fld_A_FW
2.60640515,-0.058,2fld_A_FW
2.613349688,-0.057,2fld_A_FW
2.620294282,-0.057,2fld_A_FW
2.627238785,-0.057,2fld_A_FW
2.634183287,-0.056,2fld_A_FW
2.641127801,-0.057,2fld_A_FW
2.648072315,-0.057,2fld_A_FW
2.655016852,-0.057,2fld_A_FW
2.661961389,-0.057,2fld_A_FW
2.668906157,-0.057,2fld_A_FW
2.675850428,-0.057,2fld_A_FW
2.682794954,-0.056,2fld_A_FW
2.68973956,-0.057,2fld_A_FW
2.69668397,-0.056,2fld_A_FW
2.703628565,-0.056,2fld_A_FW
2.710572975,-0.056,2fld_A_FW
2.717517523,-0.058,2fld_A_FW
2.724461956,-0.056,2fld_A_FW
2.731406447,-0.056,2fld_A_FW
2.738350938,-0.056,2fld_A_FW
2.74529544,-0.056,2fld_A_FW
2.75224,-0.056,2fld_A_FW
2.759184421,-0.058,2fld_A_FW
2.766128924,-0.056,2fld_A_FW
2.773073426,-0.057,2fld_A_FW
2.780017986,-0.057,2fld_A_FW
2.786962431,-0.057,2fld_A_FW
2.793906979,-0.057,2fld_A_FW
2.800851412,-0.056,2fld_A_FW
2.807795868,-0.058,2fld_A_FW
2.814740359,-0.056,2fld_A_FW
2.821684919,-0.056,2fld_A_FW
2.828629306,-0.056,2fld_A_FW
2.835573854,-0.057,2fld_A_FW
2.84251875,-0.055,2fld_A_FW
2.849463542,-0.056,2fld_A_FW
2.856408229,-0.056,2fld_A_FW
2.863352975,-0.056,2fld_A_FW
2.870297697,-0.055,2fld_A_FW
2.877242454,-0.055,2fld_A_FW
2.884187141,-0.055,2fld_A_FW
2.891131806,-0.055,2fld_A_FW
2.898076505,-0.055,2fld_A_FW
2.905021123,-0.055,2fld_A_FW
2.911965741,-0.056,2fld_A_FW
2.918910359,-0.055,2fld_A_FW
2.925854965,-0.056,2fld_A_FW
2.932799572,-0.055,2fld_A_FW
2.939744167,-0.055,2fld_A_FW
2.946688762,-0.055,2fld_A_FW
2.953633345,-0.055,2fld_A_FW
2.960577905,-0.055,2fld_A_FW
2.967522454,-0.055,2fld_A_FW
2.974466944,-0.055,2fld_A_FW
2.981411458,-0.054,2fld_A_FW
2.98835588,-0.054,2fld_A_FW
2.995300347,-0.052,2fld_A_FW
3.002244815,-0.04,2fld_A_FW
3.009189387,-0.019,2fld_A_FW
3.016133738,0.102,2fld_A_FW
3.023078206,0.173,2fld_A_FW
3.030022801,0.218,2fld_A_FW
3.036967442,0.234,2fld_A_FW
3.043911713,0.261,2fld_A_FW
3.050856285,0.272,2fld_A_FW
3.057800694,0.3,2fld_A_FW
3.064745139,0.339,2fld_A_FW
3.071689606,0.389,2fld_A_FW
3.078634063,0.418,2fld_A_FW
3.085578542,0.447,2fld_A_FW
3.092523148,0.506,2fld_A_FW
3.099467535,0.566,2fld_A_FW
3.106412002,0.622,2fld_A_FW
3.113356424,0.661,2fld_A_FW
3.120301007,0.757,2fld_A_FW
3.127245394,0.81,2fld_A_FW
3.134189907,0.869,2fld_A_FW
3.14113434,0.94,2fld_A_FW
3.148078889,0.996,2fld_A_FW
3.15502331,1.082,2fld_A_FW
3.16196787,1.165,2fld_A_FW
3.168912257,1.225,2fld_A_FW
3.175856944,1.31,2fld_A_FW
3.182801262,1.371,2fld_A_FW
3.189745718,1.438,2fld_A_FW
3.196690174,1.524,2fld_A_FW
3.203634653,1.627,2fld_A_FW
3.21057912,1.757,2fld_A_FW
3.217523634,1.888,2fld_A_FW
3.224468102,2.027,2fld_A_FW
3.231412569,2.197,2fld_A_FW
3.23835713,2.549,2fld_A_FW
3.245301539,2.686,2fld_A_FW
3.252246053,2.797,2fld_A_FW
3.259190567,3.789,2fld_A_FW
3.266135,4.184,2fld_A_FW
3.273079456,4.299,2fld_A_FW
3.280024028,4.432,2fld_A_FW
3.286968704,4.508,2fld_A_FW
3.293912905,4.584,2fld_A_FW
3.300857396,4.655,2fld_A_FW
3.307801968,4.77,2fld_A_FW
3.314746354,4.887,2fld_A_FW
3.321690938,4.968,2fld_A_FW
3.328635313,5.01,2fld_A_FW
3.335579919,5.015,2fld_A_FW
3.342524271,5.099,2fld_A_FW
3.349468808,5.13,2fld_A_FW
3.356413426,5.204,2fld_A_FW
3.363358079,5.2,2fld_A_FW
3.370302766,5.279,2fld_A_FW
3.377247396,5.256,2fld_A_FW
3.384191887,5.326,2fld_A_FW
3.391136435,5.4,2fld_A_FW
3.39808103,5.44,2fld_A_FW
3.405025602,5.374,2fld_A_FW
3.411970162,5.422,2fld_A_FW
3.418914722,5.484,2fld_A_FW
3.425859363,5.486,2fld_A_FW
3.432803866,5.494,2fld_A_FW
3.439748403,5.533,2fld_A_FW
3.446692986,5.564,2fld_A_FW
3.453637465,5.532,2fld_A_FW
3.460582025,5.615,2fld_A_FW
3.467526539,5.751,2fld_A_FW
3.474471123,5.73,2fld_A_FW
3.481415567,5.855,2fld_A_FW
3.488360093,5.981,2fld_A_FW
3.495304618,6.043,2fld_A_FW
3.502249097,6.006,2fld_A_FW
3.509193715,6.057,2fld_A_FW
3.516138113,6.046,2fld_A_FW
3.523082662,6.04,2fld_A_FW
3.53002713,6.059,2fld_A_FW
3.53697162,6.074,2fld_A_FW
3.543916157,6.092,2fld_A_FW
3.550860949,6.135,2fld_A_FW
3.557805336,6.125,2fld_A_FW
3.564749977,6.113,2fld_A_FW
3.571694479,6.158,2fld_A_FW
3.578639086,6.124,2fld_A_FW
3.585583588,6.203,2fld_A_FW
3.592528171,6.207,2fld_A_FW
3.599472755,6.184,2fld_A_FW
3.606417292,6.201,2fld_A_FW
3.613361933,6.201,2fld_A_FW
3.620306319,6.216,2fld_A_FW
3.627250972,6.277,2fld_A_FW
3.634195475,6.388,2fld_A_FW
3.641139977,6.396,2fld_A_FW
3.648084641,6.494,2fld_A_FW
3.655029132,6.568,2fld_A_FW
3.66197353,6.984,2fld_A_FW
3.668918113,7.175,2fld_A_FW
3.675862558,7.16,2fld_A_FW
3.682807303,7.111,2fld_A_FW
3.689751678,7.199,2fld_A_FW
3.696696181,7.191,2fld_A_FW
3.703640752,7.212,2fld_A_FW
3.710585185,7.226,2fld_A_FW
3.717529803,7.175,2fld_A_FW
3.724474271,7.142,2fld_A_FW
3.731418669,7.123,2fld_A_FW
3.738363252,7.238,2fld_A_FW
3.745307639,7.254,2fld_A_FW
3.752252141,7.153,2fld_A_FW
3.759196644,7.208,2fld_A_FW
3.766141111,7.243,2fld_A_FW
3.77308566,7.145,2fld_A_FW
3.780030116,7.198,2fld_A_FW
3.786974583,7.254,2fld_A_FW
3.793919167,7.188,2fld_A_FW
3.800863657,7.257,2fld_A_FW
3.807808009,7.215,2fld_A_FW
3.814752523,7.241,2fld_A_FW
3.821697118,7.197,2fld_A_FW
3.828641574,7.239,2fld_A_FW
3.835586019,7.207,2fld_A_FW
3.842530509,7.222,2fld_A_FW
3.849475058,7.255,2fld_A_FW
3.856419502,7.235,2fld_A_FW
3.863364248,7.217,2fld_A_FW
3.870308449,7.208,2fld_A_FW
3.87725294,7.245,2fld_A_FW
3.884197431,7.187,2fld_A_FW
3.891142025,7.232,2fld_A_FW
3.898086551,7.245,2fld_A_FW
3.905030984,7.197,2fld_A_FW
3.91197537,7.242,2fld_A_FW
3.918919838,7.242,2fld_A_FW
3.925864456,7.312,2fld_A_FW
3.932809097,7.254,2fld_A_FW
3.939753727,7.218,2fld_A_FW
3.946698391,7.215,2fld_A_FW
3.953642951,7.253,2fld_A_FW
3.960587569,7.321,2fld_A_FW
3.96753213,7.302,2fld_A_FW
3.974476713,7.225,2fld_A_FW
3.981421319,7.304,2fld_A_FW
3.988365926,7.283,2fld_A_FW
3.99531044,7.276,2fld_A_FW
,,
0.002211748,5.948,2fld_B_FW
0.009156308,4.233,2fld_B_FW
0.016100868,3.329,2fld_B_FW
0.023045336,2.487,2fld_B_FW
0.029989884,2.162,2fld_B_FW
0.036934294,2.222,2fld_B_FW
0.043878796,2.273,2fld_B_FW
0.050823368,2.301,2fld_B_FW
0.057767801,2.315,2fld_B_FW
0.06471235,2.371,2fld_B_FW
0.071656748,2.4,2fld_B_FW
0.078601285,2.463,2fld_B_FW
0.085545926,2.487,2fld_B_FW
0.092490405,2.502,2fld_B_FW
0.099434907,2.517,2fld_B_FW
0.106379363,2.515,2fld_B_FW
0.113323889,2.545,2fld_B_FW
0.120268889,2.393,2fld_B_FW
0.127212951,2.52,2fld_B_FW
0.134157627,2.531,2fld_B_FW
0.141102153,2.548,2fld_B_FW
0.14804647,2.527,2fld_B_FW
0.154991088,2.521,2fld_B_FW
0.161935451,2.523,2fld_B_FW
0.168880023,2.498,2fld_B_FW
0.175824942,2.475,2fld_B_FW
0.182768993,2.463,2fld_B_FW
0.189713576,2.441,2fld_B_FW
0.196658183,2.476,2fld_B_FW
0.203602604,2.404,2fld_B_FW
0.210547106,2.399,2fld_B_FW
0.217491655,2.377,2fld_B_FW
0.224436123,2.371,2fld_B_FW
0.23138066,2.342,2fld_B_FW
0.238325231,2.335,2fld_B_FW
0.245269722,2.311,2fld_B_FW
0.25221434,2.284,2fld_B_FW
0.259158877,2.27,2fld_B_FW
0.266103287,2.229,2fld_B_FW
0.273047813,2.2,2fld_B_FW
0.279992546,2.193,2fld_B_FW
0.286936852,2.166,2fld_B_FW
0.293881366,2.155,2fld_B_FW
0.300825984,2.119,2fld_B_FW
0.307770498,2.083,2fld_B_FW
0.314714861,2.053,2fld_B_FW
0.32165934,2.038,2fld_B_FW
0.328603877,2.022,2fld_B_FW
0.335548519,1.995,2fld_B_FW
0.342493206,1.944,2fld_B_FW
0.349437523,1.925,2fld_B_FW
0.356382141,1.897,2fld_B_FW
0.363326597,1.87,2fld_B_FW
0.370270984,1.813,2fld_B_FW
0.377215694,1.822,2fld_B_FW
0.384160104,1.771,2fld_B_FW
0.391104641,1.739,2fld_B_FW
0.398049282,1.704,2fld_B_FW
0.404993681,1.687,2fld_B_FW
0.41193831,1.647,2fld_B_FW
0.418882627,1.624,2fld_B_FW
0.425827303,1.61,2fld_B_FW
0.432772025,1.564,2fld_B_FW
0.439716285,1.523,2fld_B_FW
0.446660822,1.507,2fld_B_FW
0.45360537,1.455,2fld_B_FW
0.460549815,1.441,2fld_B_FW
0.467494398,1.408,2fld_B_FW
0.474439086,1.366,2fld_B_FW
0.481383299,1.341,2fld_B_FW
0.488327917,1.318,2fld_B_FW
0.495272257,1.275,2fld_B_FW
0.502216887,1.256,2fld_B_FW
0.509161215,1.212,2fld_B_FW
0.516105671,1.179,2fld_B_FW
0.523050405,1.163,2fld_B_FW
0.529994942,1.128,2fld_B_FW
0.536939502,1.09,2fld_B_FW
0.543884155,1.072,2fld_B_FW
0.550828576,1.032,2fld_B_FW
0.55777309,0.998,2fld_B_FW
0.564717604,0.968,2fld_B_FW
0.571662141,0.94,2fld_B_FW
0.578606759,0.906,2fld_B_FW
0.585551053,0.877,2fld_B_FW
0.592495637,0.847,2fld_B_FW
0.59944015,0.815,2fld_B_FW
0.60638463,0.788,2fld_B_FW
0.613328993,0.758,2fld_B_FW
0.620273646,0.732,2fld_B_FW
0.627218252,0.702,2fld_B_FW
0.634162801,0.677,2fld_B_FW
0.641107396,0.644,2fld_B_FW
0.648052002,0.618,2fld_B_FW
0.654996377,0.595,2fld_B_FW
0.661940903,0.558,2fld_B_FW
0.668885394,0.535,2fld_B_FW
0.675829873,0.512,2fld_B_FW
0.682774387,0.485,2fld_B_FW
0.689719063,0.46,2fld_B_FW
0.696663345,0.434,2fld_B_FW
0.703607824,0.405,2fld_B_FW
0.710552338,0.377,2fld_B_FW
0.717496968,0.358,2fld_B_FW
0.724441586,0.33,2fld_B_FW
0.731386285,0.306,2fld_B_FW
0.738330671,0.286,2fld_B_FW
0.745275324,0.265,2fld_B_FW
0.75221985,0.244,2fld_B_FW
0.759164259,0.219,2fld_B_FW
0.7661089,0.2,2fld_B_FW
0.773053218,0.179,2fld_B_FW
0.779997789,0.157,2fld_B_FW
0.786942188,0.139,2fld_B_FW
0.793886655,0.122,2fld_B_FW
0.800831134,0.101,2fld_B_FW
0.80777566,0.083,2fld_B_FW
0.814720313,0.067,2fld_B_FW
0.821664757,0.05,2fld_B_FW
0.828609306,0.036,2fld_B_FW
0.835553912,0.022,2fld_B_FW
0.842498449,0.009,2fld_B_FW
0.849442986,-0.001,2fld_B_FW
0.856387616,-0.011,2fld_B_FW
0.863332188,-0.019,2fld_B_FW
0.870276366,-0.024,2fld_B_FW
0.87722103,-0.028,2fld_B_FW
0.884165556,-0.032,2fld_B_FW
0.891109861,-0.034,2fld_B_FW
0.898054363,-0.037,2fld_B_FW
0.904999063,-0.038,2fld_B_FW
0.911943634,-0.04,2fld_B_FW
0.918888067,-0.041,2fld_B_FW
0.92583272,-0.041,2fld_B_FW
0.932777176,-0.043,2fld_B_FW
0.939721725,-0.042,2fld_B_FW
0.946666354,-0.045,2fld_B_FW
0.953610938,-0.043,2fld_B_FW
0.960555324,-0.044,2fld_B_FW
0.967500104,-0.045,2fld_B_FW
0.974444468,-0.044,2fld_B_FW
0.981388785,-0.043,2fld_B_FW
0.988333519,-0.043,2fld_B_FW
0.995277824,0.049,2fld_B_FW
1.002222477,0.602,2fld_B_FW
1.00916691,1.238,2fld_B_FW
1.016111458,1.758,2fld_B_FW
1.023055961,2.186,2fld_B_FW
1.03000059,2.556,2fld_B_FW
1.036945058,2.82,2fld_B_FW
1.043889537,3.141,2fld_B_FW
1.050834109,3.422,2fld_B_FW
1.05777853,3.681,2fld_B_FW
1.064722951,3.888,2fld_B_FW
1.071667685,4.117,2fld_B_FW
1.078612106,4.209,2fld_B_FW
1.085556481,4.432,2fld_B_FW
1.092501424,4.537,2fld_B_FW
1.099445671,4.641,2fld_B_FW
1.106390162,4.729,2fld_B_FW
1.113334688,4.812,2fld_B_FW
1.120279236,4.933,2fld_B_FW
1.127223785,5.006,2fld_B_FW
1.134168275,5.03,2fld_B_FW
1.141112789,5.103,2fld_B_FW
1.148057315,5.12,2fld_B_FW
1.155001794,5.15,2fld_B_FW
1.161946296,5.193,2fld_B_FW
1.168890868,5.197,2fld_B_FW
1.175835463,5.232,2fld_B_FW
1.182779873,5.281,2fld_B_FW
1.189724398,5.316,2fld_B_FW
1.196668958,5.377,2fld_B_FW
1.203613611,5.391,2fld_B_FW
1.210558299,5.498,2fld_B_FW
1.217502975,5.56,2fld_B_FW
1.224447141,5.518,2fld_B_FW
1.231391701,5.565,2fld_B_FW
1.238336308,5.538,2fld_B_FW
1.245280706,5.59,2fld_B_FW
1.252225208,5.596,2fld_B_FW
1.259169734,5.569,2fld_B_FW
1.266114225,5.584,2fld_B_FW
1.273058819,5.627,2fld_B_FW
1.280003264,5.629,2fld_B_FW
1.286947847,5.659,2fld_B_FW
1.293892523,5.642,2fld_B_FW
1.300837037,5.682,2fld_B_FW
1.307781563,5.706,2fld_B_FW
1.314726204,5.737,2fld_B_FW
1.321670544,5.729,2fld_B_FW
1.328615069,5.797,2fld_B_FW
1.335559537,5.762,2fld_B_FW
1.342504132,5.782,2fld_B_FW
1.349448704,5.854,2fld_B_FW
1.356393229,5.803,2fld_B_FW
1.363337604,5.836,2fld_B_FW
1.370282095,5.831,2fld_B_FW
1.37722684,5.908,2fld_B_FW
1.384171273,5.888,2fld_B_FW
1.391115787,5.913,2fld_B_FW
1.398060463,5.892,2fld_B_FW
1.405004884,5.919,2fld_B_FW
1.41194934,5.96,2fld_B_FW
1.418893912,5.946,2fld_B_FW
1.425838565,6.02,2fld_B_FW
1.432782986,6.06,2fld_B_FW
1.439727488,6.072,2fld_B_FW
1.446672095,6.077,2fld_B_FW
1.453616447,6.117,2fld_B_FW
1.460560949,6.137,2fld_B_FW
1.46750559,6.163,2fld_B_FW
1.474449884,6.156,2fld_B_FW
1.481394502,6.133,2fld_B_FW
1.488339016,6.095,2fld_B_FW
1.495283426,6.134,2fld_B_FW
1.50222787,6.155,2fld_B_FW
1.509172535,6.189,2fld_B_FW
1.516116875,6.196,2fld_B_FW
1.5230614,6.189,2fld_B_FW
1.530005995,6.215,2fld_B_FW
1.536950405,6.243,2fld_B_FW
1.543894965,6.301,2fld_B_FW
1.550839317,6.305,2fld_B_FW
1.557783808,6.317,2fld_B_FW
1.56472838,6.301,2fld_B_FW
1.571672975,6.384,2fld_B_FW
1.578617593,6.337,2fld_B_FW
1.585561979,6.373,2fld_B_FW
1.592506644,6.368,2fld_B_FW
1.5994511,6.338,2fld_B_FW
1.606395683,6.35,2fld_B_FW
1.613340127,6.363,2fld_B_FW
1.620284641,6.381,2fld_B_FW
1.627229178,6.452,2fld_B_FW
1.634173704,6.405,2fld_B_FW
1.641118218,6.413,2fld_B_FW
1.64806272,6.462,2fld_B_FW
1.65500728,6.454,2fld_B_FW
1.661951748,6.47,2fld_B_FW
1.6688964,6.474,2fld_B_FW
1.675840926,6.489,2fld_B_FW
1.682785359,6.469,2fld_B_FW
1.689729769,6.464,2fld_B_FW
1.696674282,6.503,2fld_B_FW
1.703618889,6.512,2fld_B_FW
1.710563461,6.506,2fld_B_FW
1.717508079,6.536,2fld_B_FW
1.724452431,6.543,2fld_B_FW
1.731396782,6.551,2fld_B_FW
1.738341319,6.538,2fld_B_FW
1.745285764,6.526,2fld_B_FW
1.752230394,6.568,2fld_B_FW
1.759174861,6.611,2fld_B_FW
1.766119491,6.562,2fld_B_FW
1.773064167,6.647,2fld_B_FW
1.780008519,6.612,2fld_B_FW
1.786953194,6.599,2fld_B_FW
1.793897674,6.678,2fld_B_FW
1.800842199,6.604,2fld_B_FW
1.807786829,6.628,2fld_B_FW
1.814731424,6.618,2fld_B_FW
1.821675822,6.667,2fld_B_FW
1.82862044,6.688,2fld_B_FW
1.835564861,6.669,2fld_B_FW
1.842509398,6.689,2fld_B_FW
1.849453866,6.701,2fld_B_FW
1.856398391,6.68,2fld_B_FW
1.863342975,6.644,2fld_B_FW
1.870287442,6.677,2fld_B_FW
1.877231944,6.679,2fld_B_FW
1.884176505,6.685,2fld_B_FW
1.891121215,6.756,2fld_B_FW
1.898065451,6.706,2fld_B_FW
1.905009942,6.701,2fld_B_FW
1.911954468,6.741,2fld_B_FW
1.918898993,6.774,2fld_B_FW
1.9258436,6.741,2fld_B_FW
1.932788009,6.771,2fld_B_FW
1.939732535,6.797,2fld_B_FW
1.946677037,6.795,2fld_B_FW
1.953621713,6.781,2fld_B_FW
1.960566169,6.723,2fld_B_FW
1.967510752,6.736,2fld_B_FW
1.974455289,6.835,2fld_B_FW
1.981399873,6.82,2fld_B_FW
1.988344606,6.808,2fld_B_FW
1.995288947,6.759,2fld_B_FW
2.002233542,6.83,2fld_B_FW
2.009178021,6.814,2fld_B_FW
2.016122546,6.82,2fld_B_FW
2.023067095,6.83,2fld_B_FW
2.030011632,6.685,2fld_B_FW
2.036956262,6.536,2fld_B_FW
2.04390081,6.589,2fld_B_FW
2.050845336,6.648,2fld_B_FW
2.057789792,6.779,2fld_B_FW
2.064734294,7.027,2fld_B_FW
2.071678877,7.222,2fld_B_FW
2.078623299,7.789,2fld_B_FW
2.085567813,7.765,2fld_B_FW
2.092512269,7.59,2fld_B_FW
2.099456898,7.354,2fld_B_FW
2.106401273,6.911,2fld_B_FW
2.113345741,7.57,2fld_B_FW
2.120290313,7.057,2fld_B_FW
2.127234954,6.879,2fld_B_FW
2.134179282,6.885,2fld_B_FW
2.141123912,6.899,2fld_B_FW
2.148068403,6.844,2fld_B_FW
2.155012951,6.922,2fld_B_FW
2.161957431,7.16,2fld_B_FW
2.168902072,7.132,2fld_B_FW
2.175846458,7.069,2fld_B_FW
2.182790961,7.009,2fld_B_FW
2.189735741,6.823,2fld_B_FW
2.196679988,6.826,2fld_B_FW
2.203624525,6.736,2fld_B_FW
2.210569005,6.673,2fld_B_FW
2.21751353,6.662,2fld_B_FW
2.224458032,6.623,2fld_B_FW
2.231402535,6.556,2fld_B_FW
2.238347118,6.55,2fld_B_FW
2.245291551,6.471,2fld_B_FW
2.252236169,6.449,2fld_B_FW
2.259180521,6.436,2fld_B_FW
2.266125023,6.385,2fld_B_FW
2.273069572,6.362,2fld_B_FW
2.280014086,6.284,2fld_B_FW
2.286958623,6.274,2fld_B_FW
2.293903056,6.278,2fld_B_FW
2.300847535,6.245,2fld_B_FW
2.307792025,6.166,2fld_B_FW
2.314736574,6.087,2fld_B_FW
2.321681157,6.092,2fld_B_FW
2.328625498,6.054,2fld_B_FW
2.335570081,5.956,2fld_B_FW
2.342514433,5.95,2fld_B_FW
2.349459097,5.882,2fld_B_FW
2.356403449,5.832,2fld_B_FW
2.363348113,5.793,2fld_B_FW
2.370292373,5.81,2fld_B_FW
2.377236875,5.769,2fld_B_FW
2.384181331,5.683,2fld_B_FW
2.391125822,5.685,2fld_B_FW
2.398070278,5.647,2fld_B_FW
2.405014757,5.624,2fld_B_FW
2.411959375,5.557,2fld_B_FW
2.418903727,5.53,2fld_B_FW
2.425848264,5.512,2fld_B_FW
2.432792685,5.445,2fld_B_FW
2.439737604,5.46,2fld_B_FW
2.446681678,5.386,2fld_B_FW
2.453626169,5.398,2fld_B_FW
2.460570602,5.329,2fld_B_FW
2.467515139,5.297,2fld_B_FW
2.47445978,5.243,2fld_B_FW
2.481404063,5.254,2fld_B_FW
2.48834853,5.191,2fld_B_FW
2.495293079,5.211,2fld_B_FW
2.502237604,5.137,2fld_B_FW
2.509182292,5.098,2fld_B_FW
2.516127095,5.042,2fld_B_FW
2.523071493,5.031,2fld_B_FW
2.5300161,5.006,2fld_B_FW
2.536960926,5,2fld_B_FW
2.543905301,4.966,2fld_B_FW
2.550849861,4.904,2fld_B_FW
2.557794456,4.921,2fld_B_FW
2.564739051,4.826,2fld_B_FW
2.571683738,4.842,2fld_B_FW
2.578628125,4.786,2fld_B_FW
2.58557272,4.762,2fld_B_FW
2.592517442,4.78,2fld_B_FW
2.599461736,4.703,2fld_B_FW
2.606406285,4.661,2fld_B_FW
2.613350822,4.701,2fld_B_FW
2.620295405,4.607,2fld_B_FW
2.627239907,4.587,2fld_B_FW
2.634184433,4.583,2fld_B_FW
2.641128947,4.511,2fld_B_FW
2.648073449,4.472,2fld_B_FW
2.655017963,4.459,2fld_B_FW
2.661962523,4.472,2fld_B_FW
2.668907662,4.44,2fld_B_FW
2.675851563,4.397,2fld_B_FW
2.682796088,4.387,2fld_B_FW
2.689740706,4.323,2fld_B_FW
2.696685093,4.289,2fld_B_FW
2.703629745,4.276,2fld_B_FW
2.710574109,4.253,2fld_B_FW
2.717518657,4.211,2fld_B_FW
2.72446309,4.202,2fld_B_FW
2.731407581,4.167,2fld_B_FW
2.738352072,4.165,2fld_B_FW
2.745296609,4.149,2fld_B_FW
2.752241157,4.115,2fld_B_FW
2.759185556,4.082,2fld_B_FW
2.766130035,4.05,2fld_B_FW
2.773074572,4.075,2fld_B_FW
2.780019144,4.021,2fld_B_FW
2.786963576,3.983,2fld_B_FW
2.793908148,3.981,2fld_B_FW
2.800852546,3.92,2fld_B_FW
2.807797002,3.898,2fld_B_FW
2.814741493,3.901,2fld_B_FW
2.821686042,3.876,2fld_B_FW
2.828630451,3.829,2fld_B_FW
2.835575012,3.711,2fld_B_FW
2.842519907,3.72,2fld_B_FW
2.849464711,3.647,2fld_B_FW
2.856409375,3.661,2fld_B_FW
2.863354097,3.665,2fld_B_FW
2.870298819,3.656,2fld_B_FW
2.877243588,3.611,2fld_B_FW
2.884188275,3.574,2fld_B_FW
2.891132928,3.602,2fld_B_FW
2.89807765,3.554,2fld_B_FW
2.905022245,3.544,2fld_B_FW
2.911966852,3.487,2fld_B_FW
2.918911493,3.47,2fld_B_FW
