days_elapsed,DO_mgL,sample
0.514538692,-0.037,1fld_A_SW
0.521483218,-0.036,1fld_A_SW
0.52842765,-0.037,1fld_A_SW
0.535372118,-0.037,1fld_A_SW
0.54231669,-0.037,1fld_A_SW
0.549261134,-0.038,1fld_A_SW
0.556205556,-0.037,1fld_A_SW
0.563150058,-0.039,1fld_A_SW
0.570094514,-0.038,1fld_A_SW
0.577038993,-0.037,1fld_A_SW
0.583983461,-0.038,1fld_A_SW
0.590927963,-0.038,1fld_A_SW
0.597872465,-0.037,1fld_A_SW
0.60481691,-0.039,1fld_A_SW
0.6117614,-0.037,1fld_A_SW
0.618705961,-0.038,1fld_A_SW
0.625650394,-0.037,1fld_A_SW
0.632594896,-0.037,1fld_A_SW
0.639539375,-0.037,1fld_A_SW
0.6464839,-0.038,1fld_A_SW
0.653428356,-0.038,1fld_A_SW
0.660372824,-0.038,1fld_A_SW
0.667317338,-0.037,1fld_A_SW
0.67426184,-0.038,1fld_A_SW
0.681206285,-0.038,1fld_A_SW
0.688150972,-0.038,1fld_A_SW
0.695095556,-0.038,1fld_A_SW
0.70204022,-0.038,1fld_A_SW
0.708984931,-0.037,1fld_A_SW
0.71592963,-0.038,1fld_A_SW
0.722874155,-0.038,1fld_A_SW
0.729819051,-0.037,1fld_A_SW
0.736763391,-0.037,1fld_A_SW
0.743707998,-0.037,1fld_A_SW
0.75065265,-0.037,1fld_A_SW
0.757597164,-0.037,1fld_A_SW
0.764541806,-0.037,1fld_A_SW
0.771486308,-0.039,1fld_A_SW
0.778430903,-0.038,1fld_A_SW
0.785375532,-0.038,1fld_A_SW
0.79232,-0.039,1fld_A_SW
0.79926456,-0.038,1fld_A_SW
0.806209097,-0.038,1fld_A_SW
0.813153681,-0.037,1fld_A_SW
0.820098183,-0.037,1fld_A_SW
0.827042743,-0.038,1fld_A_SW
0.83398728,-0.037,1fld_A_SW
0.840931771,-0.037,1fld_A_SW
0.847876285,-0.037,1fld_A_SW
0.854820845,-0.037,1fld_A_SW
0.861765312,-0.038,1fld_A_SW
0.868709815,-0.038,1fld_A_SW
0.875654352,-0.038,1fld_A_SW
0.882598935,-0.037,1fld_A_SW
0.889543368,-0.038,1fld_A_SW
0.89648787,-0.036,1fld_A_SW
0.903432373,-0.037,1fld_A_SW
0.910376875,-0.038,1fld_A_SW
0.917321366,-0.037,1fld_A_SW
0.924265868,-0.037,1fld_A_SW
0.931210405,-0.039,1fld_A_SW
0.93815485,-0.039,1fld_A_SW
0.94509934,-0.037,1fld_A_SW
0.952043843,-0.037,1fld_A_SW
0.958988507,-0.036,1fld_A_SW
,,
0.004116968,7.84,1fld_B_SW
0.011061574,7.527,1fld_B_SW
0.018006181,7.165,1fld_B_SW
0.024950775,6.856,1fld_B_SW
0.031895312,6.578,1fld_B_SW
0.038839884,6.317,1fld_B_SW
0.045784491,6.528,1fld_B_SW
0.052729028,7.258,1fld_B_SW
0.059673623,7.248,1fld_B_SW
0.066618137,7.148,1fld_B_SW
0.073562685,7.014,1fld_B_SW
0.080507384,7.002,1fld_B_SW
0.087451933,6.905,1fld_B_SW
0.094396435,6.83,1fld_B_SW
0.101340949,6.68,1fld_B_SW
0.108285475,6.573,1fld_B_SW
0.11523,6.342,1fld_B_SW
0.122174514,6.261,1fld_B_SW
0.129119028,6.262,1fld_B_SW
0.136063611,6.057,1fld_B_SW
0.143008102,6.048,1fld_B_SW
0.149952569,5.993,1fld_B_SW
0.156897188,5.909,1fld_B_SW
0.163841574,5.851,1fld_B_SW
0.170786076,5.815,1fld_B_SW
0.17773081,5.763,1fld_B_SW
0.184675139,5.711,1fld_B_SW
0.191619583,5.682,1fld_B_SW
0.198564097,5.624,1fld_B_SW
0.205508634,5.564,1fld_B_SW
0.212453137,5.586,1fld_B_SW
0.219397569,5.584,1fld_B_SW
0.226342118,5.534,1fld_B_SW
0.233286597,5.456,1fld_B_SW
0.240231053,5.446,1fld_B_SW
0.247175532,5.376,1fld_B_SW
0.254120012,5.366,1fld_B_SW
0.261064595,5.347,1fld_B_SW
0.268009051,5.308,1fld_B_SW
0.274953495,5.278,1fld_B_SW
0.281897986,5.244,1fld_B_SW
0.288842512,5.227,1fld_B_SW
0.295786956,5.188,1fld_B_SW
0.302731447,5.186,1fld_B_SW
0.309675891,5.129,1fld_B_SW
0.316620336,5.1,1fld_B_SW
0.32356478,5.129,1fld_B_SW
0.330509306,5.057,1fld_B_SW
0.337453762,5.074,1fld_B_SW
0.344398206,5.014,1fld_B_SW
0.351342697,4.988,1fld_B_SW
0.358287141,4.981,1fld_B_SW
0.365231586,4.939,1fld_B_SW
0.372176053,4.84,1fld_B_SW
0.379120556,4.834,1fld_B_SW
0.386064988,4.815,1fld_B_SW
0.393009433,4.775,1fld_B_SW
0.3999539,4.747,1fld_B_SW
0.40689838,4.712,1fld_B_SW
0.413842824,4.702,1fld_B_SW
0.420787292,4.674,1fld_B_SW
0.427731806,4.644,1fld_B_SW
0.434676238,4.594,1fld_B_SW
0.441620752,4.583,1fld_B_SW
0.448565185,4.515,1fld_B_SW
0.455509699,4.525,1fld_B_SW
0.462454329,4.479,1fld_B_SW
0.469398692,4.481,1fld_B_SW
0.476343171,4.423,1fld_B_SW
0.483287685,4.432,1fld_B_SW
0.49023213,4.405,1fld_B_SW
0.497176597,4.339,1fld_B_SW
0.504121065,4.314,1fld_B_SW
0.511065579,4.262,1fld_B_SW
0.518010023,4.266,1fld_B_SW
0.524954537,4.177,1fld_B_SW
0.531898981,4.17,1fld_B_SW
0.538843472,4.125,1fld_B_SW
0.545787963,4.07,1fld_B_SW
0.552732477,4.089,1fld_B_SW
0.559676933,4.065,1fld_B_SW
0.566621412,4.032,1fld_B_SW
0.573565972,3.958,1fld_B_SW
0.580510359,3.942,1fld_B_SW
0.587454826,3.892,1fld_B_SW
0.59439934,3.871,1fld_B_SW
0.601343819,3.834,1fld_B_SW
0.608288299,3.79,1fld_B_SW
0.615232789,3.789,1fld_B_SW
0.622177257,3.744,1fld_B_SW
0.629121748,3.7,1fld_B_SW
0.636066238,3.675,1fld_B_SW
0.643010706,3.627,1fld_B_SW
0.649955185,3.602,1fld_B_SW
0.656899711,3.614,1fld_B_SW
0.663844155,3.574,1fld_B_SW
0.670788623,3.532,1fld_B_SW
0.67773316,3.501,1fld_B_SW
0.684677604,3.422,1fld_B_SW
0.691622373,3.421,1fld_B_SW
0.698566991,3.366,1fld_B_SW
0.705511632,3.353,1fld_B_SW
0.712456435,3.294,1fld_B_SW
0.719400961,3.262,1fld_B_SW
0.72634559,3.237,1fld_B_SW
0.733290197,3.178,1fld_B_SW
0.74023478,3.179,1fld_B_SW
0.747179398,3.127,1fld_B_SW
0.75412397,3.069,1fld_B_SW
0.761068576,3.058,1fld_B_SW
0.768013137,3.012,1fld_B_SW
0.774957697,2.986,1fld_B_SW
0.781902257,2.969,1fld_B_SW
0.788846863,2.932,1fld_B_SW
0.795791412,2.88,1fld_B_SW
0.802735926,2.859,1fld_B_SW
0.809680532,2.803,1fld_B_SW
0.816625069,2.788,1fld_B_SW
0.82356956,2.774,1fld_B_SW
0.830514086,2.724,1fld_B_SW
0.8374586,2.694,1fld_B_SW
0.844403137,2.67,1fld_B_SW
0.85134765,2.634,1fld_B_SW
0.858292188,2.602,1fld_B_SW
0.86523669,2.558,1fld_B_SW
0.872181343,2.555,1fld_B_SW
0.879125741,2.517,1fld_B_SW
0.886070231,2.481,1fld_B_SW
0.893014734,2.442,1fld_B_SW
0.899959248,2.426,1fld_B_SW
0.906903738,2.369,1fld_B_SW
0.913848264,2.272,1fld_B_SW
0.920792813,2.239,1fld_B_SW
0.927737245,4.075,1fld_B_SW
0.934681794,5.543,1fld_B_SW
0.941626319,6.098,1fld_B_SW
0.948570752,6.409,1fld_B_SW
0.955515289,6.42,1fld_B_SW
0.96245978,6.513,1fld_B_SW
,,
0.000646898,8.127,1fld_A_FW
0.007591586,8.12,1fld_A_FW
0.014537373,6.55,1fld_A_FW
0.021481968,4.117,1fld_A_FW
0.028426458,2.215,1fld_A_FW
0.035371007,1.314,1fld_A_FW
0.042315637,0.791,1fld_A_FW
0.049260139,0.57,1fld_A_FW
0.056204734,0.343,1fld_A_FW
0.063149294,0.221,1fld_A_FW
0.070093889,0.158,1fld_A_FW
0.077038368,0.113,1fld_A_FW
0.083982905,0.08,1fld_A_FW
0.090927465,0.05,1fld_A_FW
0.097871991,0.009,1fld_A_FW
0.104816516,-0.008,1fld_A_FW
0.111761111,-0.042,1fld_A_FW
0.118705556,-0.046,1fld_A_FW
0.125650081,-0.048,1fld_A_FW
0.132594618,-0.05,1fld_A_FW
0.139539248,-0.051,1fld_A_FW
0.146483634,-0.053,1fld_A_FW
0.153428148,-0.054,1fld_A_FW
0.160372639,-0.055,1fld_A_FW
0.167317188,-0.054,1fld_A_FW
0.174261667,-0.055,1fld_A_FW
0.181206169,-0.056,1fld_A_FW
0.188150787,-0.054,1fld_A_FW
0.195095301,-0.056,1fld_A_FW
0.202039769,-0.055,1fld_A_FW
0.208984259,-0.055,1fld_A_FW
0.215928738,-0.056,1fld_A_FW
0.222873299,-0.056,1fld_A_FW
0.229817755,-0.056,1fld_A_FW
0.236762234,-0.056,1fld_A_FW
0.243706875,-0.056,1fld_A_FW
0.25065125,-0.057,1fld_A_FW
0.257595856,-0.057,1fld_A_FW
0.264540185,-0.056,1fld_A_FW
0.271484815,-0.057,1fld_A_FW
0.27842919,-0.057,1fld_A_FW
0.285373681,-0.056,1fld_A_FW
0.292318183,-0.056,1fld_A_FW
0.29926265,-0.057,1fld_A_FW
0.306207153,-0.056,1fld_A_FW
0.313151863,-0.056,1fld_A_FW
0.320096181,-0.056,1fld_A_FW
0.327040602,-0.056,1fld_A_FW
0.333985174,-0.056,1fld_A_FW
0.340929549,-0.057,1fld_A_FW
0.347873958,-0.057,1fld_A_FW
0.354818426,-0.057,1fld_A_FW
0.361762882,-0.057,1fld_A_FW
0.368707361,-0.056,1fld_A_FW
0.375651794,-0.056,1fld_A_FW
0.382596262,-0.057,1fld_A_FW
0.389540868,-0.057,1fld_A_FW
0.396485208,-0.058,1fld_A_FW
0.403429769,-0.057,1fld_A_FW
0.410374144,-0.057,1fld_A_FW
0.417318704,-0.057,1fld_A_FW
0.424263299,-0.057,1fld_A_FW
0.431207685,-0.057,1fld_A_FW
0.438152002,-0.057,1fld_A_FW
0.44509647,-0.057,1fld_A_FW
0.452041007,-0.056,1fld_A_FW
0.458985486,-0.058,1fld_A_FW
0.465929942,-0.058,1fld_A_FW
0.472874398,-0.057,1fld_A_FW
0.479818866,-0.058,1fld_A_FW
0.486763345,-0.058,1fld_A_FW
0.493707859,-0.058,1fld_A_FW
0.500652338,-0.058,1fld_A_FW
0.507596829,-0.056,1fld_A_FW
0.514541273,-0.058,1fld_A_FW
0.521485833,-0.058,1fld_A_FW
0.528430231,-0.057,1fld_A_FW
0.535374711,-0.057,1fld_A_FW
0.542319236,-0.057,1fld_A_FW
0.549263785,-0.057,1fld_A_FW
0.556208125,-0.058,1fld_A_FW
0.563152604,-0.058,1fld_A_FW
0.570097083,-0.057,1fld_A_FW
0.577041563,-0.057,1fld_A_FW
0.583986042,-0.058,1fld_A_FW
0.590930521,-0.058,1fld_A_FW
0.597875127,-0.057,1fld_A_FW
0.604819479,-0.057,1fld_A_FW
0.611763981,-0.059,1fld_A_FW
0.618708438,-0.057,1fld_A_FW
0.625653032,-0.057,1fld_A_FW
0.632597431,-0.057,1fld_A_FW
0.639541875,-0.057,1fld_A_FW
0.646486424,-0.057,1fld_A_FW
0.653430845,-0.057,1fld_A_FW
0.660375336,-0.059,1fld_A_FW
0.667319884,-0.057,1fld_A_FW
0.674264306,-0.058,1fld_A_FW
0.681208796,-0.058,1fld_A_FW
0.688153611,-0.057,1fld_A_FW
0.695098229,-0.057,1fld_A_FW
0.702042731,-0.058,1fld_A_FW
0.708987454,-0.057,1fld_A_FW
0.715932049,-0.058,1fld_A_FW
0.72287669,-0.058,1fld_A_FW
0.729821366,-0.058,1fld_A_FW
0.736765926,-0.059,1fld_A_FW
0.74371059,-0.058,1fld_A_FW
0.750655116,-0.058,1fld_A_FW
0.757599711,-0.057,1fld_A_FW
0.764544421,-0.058,1fld_A_FW
0.771488843,-0.059,1fld_A_FW
0.778433403,-0.057,1fld_A_FW
0.785378252,-0.058,1fld_A_FW
0.7923225,-0.058,1fld_A_FW
0.799267083,-0.058,1fld_A_FW
0.80621162,-0.057,1fld_A_FW
0.813156238,-0.057,1fld_A_FW
0.820100729,-0.058,1fld_A_FW
0.827045255,-0.057,1fld_A_FW
0.833989977,-0.057,1fld_A_FW
0.840934294,-0.058,1fld_A_FW
0.847878808,-0.058,1fld_A_FW
0.85482353,-0.057,1fld_A_FW
0.861767859,-0.058,1fld_A_FW
0.868712488,-0.059,1fld_A_FW
0.875656875,-0.057,1fld_A_FW
0.882601389,-0.058,1fld_A_FW
0.88954588,-0.058,1fld_A_FW
0.896490417,-0.057,1fld_A_FW
0.903435093,-0.057,1fld_A_FW
0.910379444,-0.058,1fld_A_FW
0.9173239,-0.057,1fld_A_FW
0.924268368,-0.057,1fld_A_FW
0.931212986,-0.058,1fld_A_FW
0.938157407,-0.057,1fld_A_FW
0.945101898,-0.056,1fld_A_FW
0.952046389,-0.054,1fld_A_FW
0.958990949,-0.055,1fld_A_FW
,,
0.000648183,8.33,1fld_B_FW
0.007593044,8.349,1fld_B_FW
0.014536088,7.023,1fld_B_FW
0.021480706,4.96,1fld_B_FW
0.028425243,3.777,1fld_B_FW
0.035369838,3.05,1fld_B_FW
0.042314444,2.567,1fld_B_FW
0.04925897,2.5,1fld_B_FW
0.056203576,2.297,1fld_B_FW
0.063148125,2.116,1fld_B_FW
0.070092708,2.069,1fld_B_FW
0.077037211,2.082,1fld_B_FW
0.083981759,2.123,1fld_B_FW
0.090926308,2.182,1fld_B_FW
0.09787081,2.252,1fld_B_FW
0.104815347,2.317,1fld_B_FW
0.111759942,2.374,1fld_B_FW
0.11870441,2.403,1fld_B_FW
0.125648924,2.455,1fld_B_FW
0.132593461,2.446,1fld_B_FW
0.139537951,2.466,1fld_B_FW
0.146482465,2.444,1fld_B_FW
0.153426968,2.468,1fld_B_FW
0.160371481,2.45,1fld_B_FW
0.167316019,2.449,1fld_B_FW
0.174260486,2.425,1fld_B_FW
0.181204988,2.436,1fld_B_FW
0.188149606,2.389,1fld_B_FW
0.195094132,2.372,1fld_B_FW
0.202038588,2.336,1fld_B_FW
0.20898309,2.311,1fld_B_FW
0.215927569,2.3,1fld_B_FW
0.222872106,2.271,1fld_B_FW
0.229816586,2.229,1fld_B_FW
0.236761065,2.195,1fld_B_FW
0.243705648,2.174,1fld_B_FW
0.250650069,2.144,1fld_B_FW
0.257594687,2.102,1fld_B_FW
0.264539051,2.064,1fld_B_FW
0.271483646,2.047,1fld_B_FW
0.278428056,1.993,1fld_B_FW
0.285372523,1.958,1fld_B_FW
0.292317025,1.926,1fld_B_FW
0.299261493,1.893,1fld_B_FW
0.306205984,1.858,1fld_B_FW
0.313150706,1.825,1fld_B_FW
0.320095012,1.787,1fld_B_FW
0.327039444,1.738,1fld_B_FW
0.333984016,1.693,1fld_B_FW
0.34092838,1.669,1fld_B_FW
0.347872836,1.648,1fld_B_FW
0.354817269,1.596,1fld_B_FW
0.361761725,1.562,1fld_B_FW
0.368706181,1.521,1fld_B_FW
0.375650637,1.475,1fld_B_FW
0.382595093,1.44,1fld_B_FW
0.389539653,1.397,1fld_B_FW
0.396484039,1.366,1fld_B_FW
0.403428588,1.332,1fld_B_FW
0.410372998,1.291,1fld_B_FW
0.417317558,1.244,1fld_B_FW
0.424262153,1.206,1fld_B_FW
0.431206528,1.173,1fld_B_FW
0.438150868,1.13,1fld_B_FW
0.445095336,1.093,1fld_B_FW
0.45203985,1.059,1fld_B_FW
0.458984329,1.02,1fld_B_FW
0.465928785,0.984,1fld_B_FW
0.472873264,0.942,1fld_B_FW
0.47981772,0.911,1fld_B_FW
0.486762211,0.876,1fld_B_FW
0.493706701,0.828,1fld_B_FW
0.500651192,0.796,1fld_B_FW
0.507595648,0.768,1fld_B_FW
0.514540127,0.725,1fld_B_FW
0.521484699,0.692,1fld_B_FW
0.528429097,0.655,1fld_B_FW
0.535373565,0.616,1fld_B_FW
0.542318044,0.584,1fld_B_FW
0.549262616,0.551,1fld_B_FW
0.556206991,0.519,1fld_B_FW
0.563151481,0.483,1fld_B_FW
0.570095949,0.443,1fld_B_FW
0.577040428,0.416,1fld_B_FW
0.583984907,0.377,1fld_B_FW
0.590929398,0.345,1fld_B_FW
0.59787397,0.315,1fld_B_FW
0.604818345,0.282,1fld_B_FW
0.611762836,0.252,1fld_B_FW
0.618707315,0.22,1fld_B_FW
0.625651863,0.192,1fld_B_FW
0.632596273,0.166,1fld_B_FW
0.639540752,0.137,1fld_B_FW
0.646485266,0.113,1fld_B_FW
0.653429734,0.087,1fld_B_FW
0.660374213,0.066,1fld_B_FW
0.667318727,0.047,1fld_B_FW
0.67426316,0.027,1fld_B_FW
0.681207662,0.008,1fld_B_FW
0.688152477,-0.005,1fld_B_FW
0.695096933,-0.019,1fld_B_FW
0.70204162,-0.028,1fld_B_FW
0.708986331,-0.034,1fld_B_FW
0.715930903,-0.038,1fld_B_FW
0.722875556,-0.04,1fld_B_FW
0.729820231,-0.04,1fld_B_FW
0.73676478,-0.041,1fld_B_FW
0.743709398,-0.042,1fld_B_FW
0.75065397,-0.043,1fld_B_FW
0.757598565,-0.043,1fld_B_FW
0.764543299,-0.043,1fld_B_FW
0.771487697,-0.042,1fld_B_FW
0.77843228,-0.041,1fld_B_FW
0.785376921,-0.042,1fld_B_FW
0.792321377,-0.042,1fld_B_FW
0.799265949,-0.042,1fld_B_FW
0.806210486,-0.042,1fld_B_FW
0.813155104,-0.044,1fld_B_FW
0.820099583,-0.042,1fld_B_FW
0.827044109,-0.042,1fld_B_FW
0.833988669,-0.041,1fld_B_FW
0.840933171,-0.042,1fld_B_FW
0.847877674,-0.042,1fld_B_FW
0.854822222,-0.042,1fld_B_FW
0.861766725,-0.042,1fld_B_FW
0.868711343,-0.042,1fld_B_FW
0.875655764,-0.042,1fld_B_FW
0.882600266,-0.042,1fld_B_FW
0.889544757,-0.042,1fld_B_FW
0.896489271,-0.042,1fld_B_FW
0.903433762,-0.042,1fld_B_FW
0.910378252,-0.043,1fld_B_FW
0.917322766,-0.033,1fld_B_FW
0.924267245,0.187,1fld_B_FW
0.931211852,0.627,1fld_B_FW
0.938156273,1.083,1fld_B_FW
0.945100752,1.562,1fld_B_FW
0.952045243,1.941,1fld_B_FW
0.958989792,2.237,1fld_B_FW
,,
0.002209282,6.63,2fld_A_SW
0.009153796,3.347,2fld_A_SW
0.016098356,5.628,2fld_A_SW
0.023042847,3.83,2fld_A_SW
0.029987361,3.183,2fld_A_SW
0.03693184,3.081,2fld_A_SW
0.043876343,3.018,2fld_A_SW
0.050820856,2.988,2fld_A_SW
0.057765359,2.962,2fld_A_SW
0.064709919,2.551,2fld_A_SW
0.071654329,2.142,2fld_A_SW
0.078598877,2.059,2fld_A_SW
0.085543461,2.032,2fld_A_SW
0.092487963,2.003,2fld_A_SW
0.099432465,2.005,2fld_A_SW
0.106376979,2.015,2fld_A_SW
0.113321481,2.057,2fld_A_SW
0.120266285,1.753,2fld_A_SW
0.127210556,1.675,2fld_A_SW
0.134155069,1.442,2fld_A_SW
0.141099618,1.254,2fld_A_SW
0.148044132,1.057,2fld_A_SW
0.154988669,0.905,2fld_A_SW
0.161933148,0.483,2fld_A_SW
0.168877697,0.119,2fld_A_SW
0.175822234,0.041,2fld_A_SW
0.182766713,0.024,2fld_A_SW
0.189711308,0.011,2fld_A_SW
0.19665581,0.003,2fld_A_SW
0.203600301,-0.004,2fld_A_SW
0.210544826,-0.008,2fld_A_SW
0.217489352,-0.012,2fld_A_SW
0.224433843,-0.016,2fld_A_SW
0.231378345,-0.019,2fld_A_SW
0.238322928,-0.022,2fld_A_SW
0.245267442,-0.024,2fld_A_SW
0.252211979,-0.026,2fld_A_SW
0.259156505,-0.027,2fld_A_SW
0.26610103,-0.031,2fld_A_SW
0.273045509,-0.032,2fld_A_SW
0.279990255,-0.033,2fld_A_SW
0.286934583,-0.032,2fld_A_SW
0.293879086,-0.032,2fld_A_SW
0.300823623,-0.034,2fld_A_SW
0.307768125,-0.032,2fld_A_SW
0.314712581,-0.033,2fld_A_SW
0.321657049,-0.032,2fld_A_SW
0.328601597,-0.033,2fld_A_SW
0.335546204,-0.034,2fld_A_SW
0.34249088,-0.034,2fld_A_SW
0.349435243,-0.035,2fld_A_SW
0.356379803,-0.034,2fld_A_SW
0.363324225,-0.034,2fld_A_SW
0.370268704,-0.034,2fld_A_SW
0.377213414,-0.034,2fld_A_SW
0.384157847,-0.035,2fld_A_SW
0.391102373,-0.035,2fld_A_SW
0.398046944,-0.035,2fld_A_SW
0.404991389,-0.034,2fld_A_SW
0.411935856,-0.034,2fld_A_SW
0.418880347,-0.035,2fld_A_SW
0.425824942,-0.034,2fld_A_SW
0.432769491,-0.034,2fld_A_SW
0.439714005,-0.035,2fld_A_SW
0.44665853,-0.035,2fld_A_SW
0.453603067,-0.035,2fld_A_SW
0.460547523,-0.035,2fld_A_SW
0.467492049,-0.034,2fld_A_SW
0.474436551,-0.035,2fld_A_SW
0.481381007,-0.035,2fld_A_SW
0.488325556,-0.035,2fld_A_SW
0.495269988,-0.035,2fld_A_SW
0.502214502,-0.035,2fld_A_SW
0.509158947,-0.034,2fld_A_SW
0.516103403,-0.035,2fld_A_SW
0.523048021,-0.034,2fld_A_SW
0.529992662,-0.034,2fld_A_SW
0.536937199,-0.034,2fld_A_SW
0.543881794,-0.035,2fld_A_SW
0.550826296,-0.035,2fld_A_SW
0.557770822,-0.034,2fld_A_SW
0.564715324,-0.035,2fld_A_SW
0.571659815,-0.036,2fld_A_SW
0.578604306,-0.035,2fld_A_SW
0.585548796,-0.036,2fld_A_SW
0.592493356,-0.034,2fld_A_SW
0.599437813,-0.035,2fld_A_SW
0.60638228,-0.034,2fld_A_SW
0.613326725,-0.035,2fld_A_SW
0.620271343,-0.034,2fld_A_SW
0.627215961,-0.034,2fld_A_SW
0.634160532,-0.035,2fld_A_SW
0.641105081,-0.034,2fld_A_SW
0.648049664,-0.035,2fld_A_SW
0.65499412,-0.036,2fld_A_SW
0.661938623,-0.035,2fld_A_SW
0.668883125,-0.035,2fld_A_SW
0.675827604,-0.034,2fld_A_SW
0.682772095,-0.033,2fld_A_SW
0.689716701,-0.035,2fld_A_SW
0.696661065,-0.035,2fld_A_SW
0.703605544,-0.035,2fld_A_SW
0.710550069,-0.036,2fld_A_SW
0.717494699,-0.035,2fld_A_SW
0.724439294,-0.034,2fld_A_SW
0.731383866,-0.035,2fld_A_SW
0.738328391,-0.034,2fld_A_SW
0.74527294,-0.036,2fld_A_SW
0.752217454,-0.035,2fld_A_SW
0.759161944,-0.035,2fld_A_SW
0.766106528,-0.035,2fld_A_SW
0.773050938,-0.035,2fld_A_SW
0.779995417,-0.036,2fld_A_SW
0.786939907,-0.034,2fld_A_SW
0.793884375,-0.036,2fld_A_SW
0.800828854,-0.036,2fld_A_SW
0.80777338,-0.035,2fld_A_SW
0.814717975,-0.035,2fld_A_SW
0.821662488,-0.035,2fld_A_SW
0.828607014,-0.034,2fld_A_SW
0.835551574,-0.034,2fld_A_SW
0.8424961,-0.036,2fld_A_SW
0.849440625,-0.035,2fld_A_SW
0.856385139,-0.036,2fld_A_SW
0.863329641,-0.036,2fld_A_SW
0.870274097,-0.035,2fld_A_SW
0.87721875,-0.035,2fld_A_SW
0.884163125,-0.035,2fld_A_SW
0.891107593,-0.035,2fld_A_SW
0.898052095,-0.035,2fld_A_SW
0.904996701,-0.035,2fld_A_SW
0.911941296,-0.035,2fld_A_SW
0.918885799,-0.035,2fld_A_SW
0.925830428,-0.035,2fld_A_SW
0.932774907,-0.035,2fld_A_SW
0.939719433,-0.034,2fld_A_SW
0.946663993,-0.037,2fld_A_SW
0.953608519,-0.035,2fld_A_SW
0.960552998,-0.036,2fld_A_SW
0.967497569,-0.034,2fld_A_SW
0.974442072,-0.034,2fld_A_SW
0.981386528,-0.034,2fld_A_SW
0.988331019,-0.033,2fld_A_SW
0.995275544,-0.033,2fld_A_SW
1.002220127,-0.032,2fld_A_SW
1.00916463,-0.032,2fld_A_SW
1.016109155,-0.032,2fld_A_SW
1.023053681,-0.032,2fld_A_SW
1.029998241,-0.03,2fld_A_SW
1.036942755,-0.03,2fld_A_SW
1.043887245,-0.029,2fld_A_SW
1.050831829,-0.026,2fld_A_SW
1.057776227,-0.023,2fld_A_SW
1.064720694,-0.022,2fld_A_SW
1.071665336,-0.019,2fld_A_SW
1.078609803,-0.017,2fld_A_SW
